# Bischoff & Ratcliff container-loading instance BR7-8, converted from
# BR/BR7/8.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 119 (20 distinct types)
# Total profit if all packed: 30049665
# Total box volume: 30049665   Container volume: 30089620   (ratio 0.999)

BOXES
1 3 75 58 57 1
2 5 57 37 30 1
3 4 79 74 35 1
4 6 104 99 74 1
5 9 55 46 31 1
6 6 99 98 33 1
7 7 90 85 59 1
8 4 115 74 44 1
9 6 107 67 21 1
10 9 81 76 55 1
11 9 118 84 27 1
12 6 67 60 38 1
13 8 78 48 46 1
14 3 67 53 49 1
15 4 74 43 38 1
16 5 89 81 62 1
17 5 95 54 28 1
18 8 72 72 51 1
19 6 93 72 35 1
20 6 40 33 23 1
CONTAINERS
1 1 587 220 233
