# Bischoff & Ratcliff container-loading instance BR7-15, converted from
# BR/BR7/15.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 117 (20 distinct types)
# Total profit if all packed: 30082774
# Total box volume: 30082774   Container volume: 30089620   (ratio 1.000)

BOXES
1 6 100 44 37 1
2 5 90 78 55 1
3 5 65 57 42 1
4 7 85 58 41 1
5 8 81 69 50 1
6 4 84 78 51 1
7 3 109 73 73 1
8 5 73 58 52 1
9 6 73 49 40 1
10 7 120 60 39 1
11 7 111 80 68 1
12 6 71 70 53 1
13 7 71 70 59 1
14 7 93 78 33 1
15 7 83 71 43 1
16 4 49 48 23 1
17 5 94 49 44 1
18 8 66 30 27 1
19 4 77 54 40 1
20 6 79 73 61 1
CONTAINERS
1 1 587 220 233
