# Bischoff & Ratcliff container-loading instance BR7-57, converted from
# BR/BR7/57.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 127 (20 distinct types)
# Total profit if all packed: 29954545
# Total box volume: 29954545   Container volume: 30089620   (ratio 0.996)

BOXES
1 4 85 73 40 1
2 6 73 62 54 1
3 7 90 63 41 1
4 5 75 61 24 1
5 4 57 53 44 1
6 7 93 70 45 1
7 9 73 36 33 1
8 5 95 80 75 1
9 5 93 89 78 1
10 6 113 87 65 1
11 8 72 46 30 1
12 3 100 78 70 1
13 6 53 47 34 1
14 5 87 54 46 1
15 7 52 41 37 1
16 8 79 76 33 1
17 8 77 77 65 1
18 9 65 59 27 1
19 7 54 42 31 1
20 8 87 45 44 1
CONTAINERS
1 1 587 220 233
