# Bischoff & Ratcliff container-loading instance BR7-80, converted from
# BR/BR7/80.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 128 (20 distinct types)
# Total profit if all packed: 30065218
# Total box volume: 30065218   Container volume: 30089620   (ratio 0.999)

BOXES
1 4 78 59 54 1
2 10 120 52 20 1
3 5 100 67 54 1
4 6 91 59 37 1
5 7 112 57 56 1
6 3 88 46 34 1
7 8 108 78 53 1
8 12 100 48 29 1
9 6 89 88 21 1
10 10 90 40 21 1
11 4 89 37 36 1
12 9 62 53 20 1
13 7 116 48 40 1
14 5 64 49 32 1
15 3 63 56 41 1
16 6 76 75 70 1
17 4 100 81 59 1
18 8 102 95 74 1
19 6 66 56 50 1
20 5 58 33 22 1
CONTAINERS
1 1 587 220 233
