# Bischoff & Ratcliff container-loading instance BR7-66, converted from
# BR/BR7/66.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 117 (20 distinct types)
# Total profit if all packed: 29825836
# Total box volume: 29825836   Container volume: 30089620   (ratio 0.991)

BOXES
1 14 87 45 32 1
2 4 84 63 46 1
3 8 84 67 44 1
4 6 76 55 30 1
5 3 87 78 61 1
6 4 115 77 53 1
7 4 78 72 51 1
8 5 93 91 62 1
9 10 48 41 40 1
10 4 92 82 53 1
11 7 102 69 54 1
12 5 80 52 34 1
13 6 90 71 60 1
14 3 66 43 42 1
15 6 73 58 52 1
16 5 66 66 26 1
17 4 91 40 28 1
18 7 72 34 33 1
19 6 120 98 74 1
20 6 68 56 43 1
CONTAINERS
1 1 587 220 233
