# Bischoff & Ratcliff container-loading instance BR7-97, converted from
# BR/BR7/97.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 124 (20 distinct types)
# Total profit if all packed: 29798926
# Total box volume: 29798926   Container volume: 30089620   (ratio 0.990)

BOXES
1 7 74 60 32 1
2 7 100 50 43 1
3 6 95 74 42 1
4 8 95 70 30 1
5 4 45 37 24 1
6 9 67 60 25 1
7 4 55 51 35 1
8 6 76 71 61 1
9 8 119 88 51 1
10 6 98 81 26 1
11 7 86 69 61 1
12 3 117 54 30 1
13 4 96 40 24 1
14 7 54 52 41 1
15 8 89 61 41 1
16 8 82 81 71 1
17 5 97 53 49 1
18 5 74 72 35 1
19 7 83 77 47 1
20 5 80 48 45 1
CONTAINERS
1 1 587 220 233
