# Bischoff & Ratcliff container-loading instance BR7-77, converted from
# BR/BR7/77.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 158 (20 distinct types)
# Total profit if all packed: 29925401
# Total box volume: 29925401   Container volume: 30089620   (ratio 0.995)

BOXES
1 11 73 73 36 1
2 9 87 49 26 1
3 6 68 53 44 1
4 6 73 57 33 1
5 7 65 49 47 1
6 11 80 65 35 1
7 13 72 35 26 1
8 8 75 68 40 1
9 9 104 53 34 1
10 6 97 93 45 1
11 7 79 54 49 1
12 13 52 32 27 1
13 8 84 72 59 1
14 9 74 71 53 1
15 9 102 70 27 1
16 6 80 79 52 1
17 8 102 87 35 1
18 5 70 31 27 1
19 3 60 57 51 1
20 4 84 76 38 1
CONTAINERS
1 1 587 220 233
