# Bischoff & Ratcliff container-loading instance BR7-13, converted from
# BR/BR7/13.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 172 (20 distinct types)
# Total profit if all packed: 29787791
# Total box volume: 29787791   Container volume: 30089620   (ratio 0.990)

BOXES
1 12 52 36 25 1
2 11 63 37 21 1
3 9 100 61 36 1
4 8 79 52 36 1
5 9 99 63 36 1
6 9 97 49 30 1
7 10 90 69 55 1
8 8 91 33 28 1
9 4 111 76 41 1
10 5 95 44 35 1
11 8 74 47 29 1
12 6 100 48 20 1
13 8 75 38 30 1
14 8 86 68 44 1
15 8 72 52 33 1
16 5 112 52 25 1
17 7 109 48 40 1
18 16 83 74 42 1
19 6 101 93 40 1
20 15 76 66 31 1
CONTAINERS
1 1 587 220 233
