# Bischoff & Ratcliff container-loading instance BR7-48, converted from
# BR/BR7/48.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 113 (20 distinct types)
# Total profit if all packed: 29696918
# Total box volume: 29696918   Container volume: 30089620   (ratio 0.987)

BOXES
1 1 59 49 48 1
2 4 79 63 46 1
3 6 95 58 38 1
4 4 95 79 47 1
5 7 72 46 27 1
6 5 88 74 72 1
7 5 90 77 67 1
8 9 96 59 36 1
9 6 62 55 46 1
10 6 92 77 43 1
11 5 100 66 41 1
12 7 76 72 44 1
13 8 95 68 35 1
14 10 108 66 48 1
15 2 86 78 52 1
16 10 92 86 40 1
17 5 66 39 38 1
18 5 85 80 59 1
19 6 86 71 33 1
20 2 118 45 23 1
CONTAINERS
1 1 587 220 233
