# Bischoff & Ratcliff container-loading instance BR7-45, converted from
# BR/BR7/45.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 140 (20 distinct types)
# Total profit if all packed: 29747233
# Total box volume: 29747233   Container volume: 30089620   (ratio 0.989)

BOXES
1 5 63 55 31 1
2 4 120 43 23 1
3 7 97 72 57 1
4 4 77 76 42 1
5 11 93 74 20 1
6 9 65 63 43 1
7 13 108 71 40 1
8 7 79 36 21 1
9 7 68 62 26 1
10 5 68 50 40 1
11 6 79 42 31 1
12 9 76 56 38 1
13 7 80 79 51 1
14 3 115 69 29 1
15 6 113 50 30 1
16 6 96 90 22 1
17 13 60 41 26 1
18 7 118 93 36 1
19 5 80 72 33 1
20 6 98 96 76 1
CONTAINERS
1 1 587 220 233
