# Bischoff & Ratcliff container-loading instance BR7-74, converted from
# BR/BR7/74.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 108 (20 distinct types)
# Total profit if all packed: 29881720
# Total box volume: 29881720   Container volume: 30089620   (ratio 0.993)

BOXES
1 6 86 79 69 1
2 3 53 46 31 1
3 5 96 51 37 1
4 5 119 55 54 1
5 7 77 74 37 1
6 3 96 73 24 1
7 8 75 67 54 1
8 7 88 71 61 1
9 3 120 93 46 1
10 5 104 70 69 1
11 5 72 69 61 1
12 4 68 51 43 1
13 5 118 71 53 1
14 8 78 57 54 1
15 4 72 67 22 1
16 3 84 82 34 1
17 8 74 72 33 1
18 7 48 37 36 1
19 4 69 57 36 1
20 8 109 68 59 1
CONTAINERS
1 1 587 220 233
