# Bischoff & Ratcliff container-loading instance BR7-93, converted from
# BR/BR7/93.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 90 (20 distinct types)
# Total profit if all packed: 29984466
# Total box volume: 29984466   Container volume: 30089620   (ratio 0.997)

BOXES
1 4 78 69 37 1
2 7 115 90 58 1
3 5 68 53 20 1
4 6 119 71 47 1
5 3 100 82 57 1
6 3 88 76 52 1
7 6 95 90 43 1
8 7 87 72 62 1
9 3 80 66 47 1
10 4 120 78 67 1
11 3 103 65 60 1
12 4 86 60 50 1
13 5 80 49 37 1
14 4 94 83 36 1
15 6 92 59 51 1
16 5 118 67 35 1
17 4 80 78 62 1
18 5 91 58 33 1
19 4 114 78 49 1
20 2 76 54 40 1
CONTAINERS
1 1 587 220 233
