# Bischoff & Ratcliff container-loading instance BR7-41, converted from
# BR/BR7/41.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 127 (20 distinct types)
# Total profit if all packed: 29729668
# Total box volume: 29729668   Container volume: 30089620   (ratio 0.988)

BOXES
1 3 109 80 68 1
2 6 90 45 31 1
3 9 66 56 34 1
4 8 76 66 34 1
5 8 111 80 53 1
6 5 86 59 29 1
7 2 80 72 63 1
8 6 81 47 22 1
9 6 114 80 64 1
10 10 90 37 32 1
11 8 75 48 40 1
12 5 67 52 45 1
13 7 88 82 74 1
14 9 100 63 23 1
15 5 103 53 48 1
16 8 79 44 41 1
17 5 89 85 50 1
18 4 60 54 44 1
19 6 65 52 27 1
20 7 88 71 45 1
CONTAINERS
1 1 587 220 233
