# Bischoff & Ratcliff container-loading instance BR7-87, converted from
# BR/BR7/87.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 117 (20 distinct types)
# Total profit if all packed: 30003318
# Total box volume: 30003318   Container volume: 30089620   (ratio 0.997)

BOXES
1 5 119 34 28 1
2 6 84 69 48 1
3 7 97 82 78 1
4 6 109 43 33 1
5 5 80 75 47 1
6 11 74 62 30 1
7 10 40 35 31 1
8 3 58 43 26 1
9 4 111 73 71 1
10 7 95 66 43 1
11 8 96 82 28 1
12 5 84 73 66 1
13 6 62 42 38 1
14 9 108 91 58 1
15 2 96 81 25 1
16 4 42 35 31 1
17 5 75 54 30 1
18 7 117 50 33 1
19 6 115 68 49 1
20 1 105 66 60 1
CONTAINERS
1 1 587 220 233
