# Bischoff & Ratcliff container-loading instance BR7-90, converted from
# BR/BR7/90.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 97 (20 distinct types)
# Total profit if all packed: 30008975
# Total box volume: 30008975   Container volume: 30089620   (ratio 0.997)

BOXES
1 5 91 52 33 1
2 3 87 81 63 1
3 6 113 79 45 1
4 8 114 52 45 1
5 6 110 90 66 1
6 4 81 41 31 1
7 5 108 67 37 1
8 4 118 82 57 1
9 4 96 60 30 1
10 5 43 42 36 1
11 6 93 78 77 1
12 6 85 62 25 1
13 5 93 83 30 1
14 3 101 87 77 1
15 7 112 72 56 1
16 7 49 39 31 1
17 1 100 67 38 1
18 4 76 59 41 1
19 4 114 64 59 1
20 4 91 68 34 1
CONTAINERS
1 1 587 220 233
