# Bischoff & Ratcliff container-loading instance BR7-6, converted from
# BR/BR7/6.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 156 (20 distinct types)
# Total profit if all packed: 29993038
# Total box volume: 29993038   Container volume: 30089620   (ratio 0.997)

BOXES
1 6 86 84 45 1
2 14 81 45 34 1
3 13 70 54 37 1
4 7 71 61 52 1
5 8 78 73 40 1
6 7 69 63 46 1
7 8 72 67 56 1
8 9 75 75 36 1
9 5 94 88 50 1
10 10 65 51 50 1
11 8 81 56 46 1
12 7 68 44 27 1
13 9 108 52 45 1
14 7 114 80 44 1
15 6 84 39 22 1
16 6 62 58 30 1
17 8 86 68 33 1
18 3 59 52 22 1
19 10 42 33 21 1
20 5 110 74 38 1
CONTAINERS
1 1 587 220 233
