# Bischoff & Ratcliff container-loading instance BR7-19, converted from
# BR/BR7/19.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 135 (20 distinct types)
# Total profit if all packed: 29696459
# Total box volume: 29696459   Container volume: 30089620   (ratio 0.987)

BOXES
1 9 60 45 26 1
2 6 71 43 39 1
3 7 99 71 64 1
4 3 61 41 40 1
5 3 83 79 43 1
6 4 63 52 35 1
7 5 54 33 20 1
8 9 62 57 51 1
9 6 79 76 71 1
10 5 91 81 48 1
11 4 95 70 23 1
12 11 101 57 42 1
13 8 119 76 61 1
14 7 78 54 22 1
15 9 93 68 25 1
16 2 104 94 27 1
17 12 66 65 36 1
18 11 68 66 48 1
19 4 100 46 21 1
20 10 106 81 30 1
CONTAINERS
1 1 587 220 233
