# Bischoff & Ratcliff container-loading instance BR7-52, converted from
# BR/BR7/52.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 138 (20 distinct types)
# Total profit if all packed: 30001865
# Total box volume: 30001865   Container volume: 30089620   (ratio 0.997)

BOXES
1 6 96 72 31 1
2 6 75 72 47 1
3 7 80 25 20 1
4 9 114 94 61 1
5 9 100 40 39 1
6 6 72 51 48 1
7 3 36 28 24 1
8 5 85 58 35 1
9 5 85 84 58 1
10 8 95 48 24 1
11 3 115 70 25 1
12 8 108 49 42 1
13 7 73 64 26 1
14 3 68 54 35 1
15 6 83 62 60 1
16 11 57 56 43 1
17 12 101 57 56 1
18 4 56 48 42 1
19 9 93 55 38 1
20 11 53 53 53 1
CONTAINERS
1 1 587 220 233
