# Bischoff & Ratcliff container-loading instance BR7-38, converted from
# BR/BR7/38.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 120 (20 distinct types)
# Total profit if all packed: 29983822
# Total box volume: 29983822   Container volume: 30089620   (ratio 0.996)

BOXES
1 4 104 94 50 1
2 4 102 87 36 1
3 10 115 42 33 1
4 11 61 58 32 1
5 5 70 62 48 1
6 4 91 79 78 1
7 6 90 57 53 1
8 4 78 68 25 1
9 8 77 44 39 1
10 9 97 89 56 1
11 2 58 38 26 1
12 5 64 44 33 1
13 7 57 38 25 1
14 4 70 65 28 1
15 6 93 73 61 1
16 6 61 47 46 1
17 7 111 72 26 1
18 8 102 78 63 1
19 7 88 65 62 1
20 3 63 51 38 1
CONTAINERS
1 1 587 220 233
