# Bischoff & Ratcliff container-loading instance BR7-82, converted from
# BR/BR7/82.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 131 (20 distinct types)
# Total profit if all packed: 29869293
# Total box volume: 29869293   Container volume: 30089620   (ratio 0.993)

BOXES
1 6 65 51 50 1
2 9 113 78 28 1
3 5 120 35 32 1
4 7 71 53 20 1
5 4 94 70 64 1
6 10 64 33 32 1
7 7 71 35 21 1
8 4 85 59 49 1
9 7 108 62 53 1
10 6 116 56 25 1
11 8 75 69 35 1
12 5 114 85 53 1
13 6 55 35 20 1
14 5 89 72 66 1
15 7 92 62 47 1
16 7 103 99 42 1
17 8 66 55 32 1
18 5 93 62 39 1
19 5 86 64 50 1
20 10 75 71 68 1
CONTAINERS
1 1 587 220 233
