# Bischoff & Ratcliff container-loading instance BR7-9, converted from
# BR/BR7/9.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 129 (20 distinct types)
# Total profit if all packed: 29893870
# Total box volume: 29893870   Container volume: 30089620   (ratio 0.993)

BOXES
1 3 90 70 63 1
2 1 84 78 28 1
3 6 94 85 39 1
4 7 80 76 54 1
5 6 69 50 45 1
6 8 70 57 37 1
7 4 94 61 54 1
8 7 92 44 29 1
9 4 72 53 37 1
10 4 89 43 27 1
11 7 91 44 28 1
12 11 78 76 68 1
13 7 84 61 33 1
14 5 107 40 39 1
15 7 114 75 69 1
16 11 57 55 48 1
17 4 99 57 47 1
18 7 92 66 44 1
19 10 73 48 42 1
20 10 99 46 39 1
CONTAINERS
1 1 587 220 233
