# Bischoff & Ratcliff container-loading instance BR7-49, converted from
# BR/BR7/49.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 131 (20 distinct types)
# Total profit if all packed: 29907173
# Total box volume: 29907173   Container volume: 30089620   (ratio 0.994)

BOXES
1 8 91 54 45 1
2 5 105 77 72 1
3 6 79 78 48 1
4 5 109 76 59 1
5 10 48 37 30 1
6 6 44 37 27 1
7 5 79 76 54 1
8 6 116 78 20 1
9 6 101 71 49 1
10 4 102 100 49 1
11 6 105 43 22 1
12 9 107 84 61 1
13 2 110 71 23 1
14 7 75 39 34 1
15 6 73 47 32 1
16 9 60 60 25 1
17 7 43 33 31 1
18 7 100 74 57 1
19 10 93 47 41 1
20 7 45 33 28 1
CONTAINERS
1 1 587 220 233
