# Bischoff & Ratcliff container-loading instance BR7-4, converted from
# BR/BR7/4.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 153 (20 distinct types)
# Total profit if all packed: 30088733
# Total box volume: 30088733   Container volume: 30089620   (ratio 1.000)

BOXES
1 7 113 92 33 1
2 6 52 37 28 1
3 8 57 33 29 1
4 5 99 37 30 1
5 11 92 64 33 1
6 4 119 59 39 1
7 16 54 52 49 1
8 4 75 45 35 1
9 6 79 68 44 1
10 5 116 49 47 1
11 7 83 44 23 1
12 9 98 96 56 1
13 4 78 72 57 1
14 9 98 88 47 1
15 13 41 33 31 1
16 6 59 35 34 1
17 4 83 78 37 1
18 8 68 34 33 1
19 8 103 69 49 1
20 13 97 53 32 1
CONTAINERS
1 1 587 220 233
