# Bischoff & Ratcliff container-loading instance BR7-71, converted from
# BR/BR7/71.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 127 (20 distinct types)
# Total profit if all packed: 29995112
# Total box volume: 29995112   Container volume: 30089620   (ratio 0.997)

BOXES
1 9 99 64 62 1
2 12 110 43 37 1
3 5 96 73 50 1
4 11 114 53 35 1
5 3 105 27 22 1
6 3 75 66 51 1
7 3 72 61 48 1
8 7 102 46 32 1
9 5 59 57 45 1
10 4 111 45 33 1
11 11 90 74 58 1
12 3 55 51 34 1
13 7 98 73 21 1
14 8 85 61 35 1
15 8 41 35 31 1
16 4 89 86 77 1
17 5 61 55 47 1
18 6 96 66 45 1
19 6 98 79 58 1
20 7 89 61 34 1
CONTAINERS
1 1 587 220 233
