# Bischoff & Ratcliff container-loading instance BR7-89, converted from
# BR/BR7/89.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 105 (20 distinct types)
# Total profit if all packed: 30061753
# Total box volume: 30061753   Container volume: 30089620   (ratio 0.999)

BOXES
1 4 95 92 46 1
2 5 65 60 40 1
3 3 103 62 59 1
4 9 71 65 52 1
5 6 119 87 28 1
6 6 109 92 78 1
7 6 58 54 35 1
8 5 98 73 64 1
9 1 44 44 40 1
10 7 70 69 35 1
11 5 119 61 58 1
12 10 89 55 45 1
13 5 75 68 58 1
14 3 43 37 30 1
15 9 95 77 41 1
16 4 65 63 63 1
17 6 107 70 62 1
18 4 109 69 21 1
19 4 54 34 21 1
20 3 118 45 32 1
CONTAINERS
1 1 587 220 233
