# Bischoff & Ratcliff container-loading instance BR7-92, converted from
# BR/BR7/92.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 118 (20 distinct types)
# Total profit if all packed: 30055993
# Total box volume: 30055993   Container volume: 30089620   (ratio 0.999)

BOXES
1 6 96 82 63 1
2 7 74 63 59 1
3 5 86 60 43 1
4 10 90 67 57 1
5 6 97 91 80 1
6 2 116 61 28 1
7 4 86 41 35 1
8 7 67 44 26 1
9 10 115 79 31 1
10 5 62 59 46 1
11 3 49 41 39 1
12 10 55 48 33 1
13 7 113 89 63 1
14 3 49 36 33 1
15 4 71 63 54 1
16 7 62 58 21 1
17 4 85 75 34 1
18 9 64 61 50 1
19 4 73 53 48 1
20 5 57 53 47 1
CONTAINERS
1 1 587 220 233
