# Bischoff & Ratcliff container-loading instance BR7-12, converted from
# BR/BR7/12.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 146 (20 distinct types)
# Total profit if all packed: 30067231
# Total box volume: 30067231   Container volume: 30089620   (ratio 0.999)

BOXES
1 5 95 80 57 1
2 7 112 87 23 1
3 10 116 41 40 1
4 5 98 80 56 1
5 6 108 60 59 1
6 8 82 77 67 1
7 7 67 46 36 1
8 12 104 72 44 1
9 4 89 56 24 1
10 5 64 36 36 1
11 5 101 86 31 1
12 9 69 65 37 1
13 8 106 39 22 1
14 9 100 58 37 1
15 4 56 53 35 1
16 7 66 53 51 1
17 8 116 36 20 1
18 11 48 35 33 1
19 9 63 62 41 1
20 7 59 53 48 1
CONTAINERS
1 1 587 220 233
