# Bischoff & Ratcliff container-loading instance BR7-24, converted from
# BR/BR7/24.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 105 (20 distinct types)
# Total profit if all packed: 29956839
# Total box volume: 29956839   Container volume: 30089620   (ratio 0.996)

BOXES
1 4 113 80 29 1
2 5 98 65 62 1
3 5 60 59 46 1
4 5 100 97 64 1
5 3 99 88 23 1
6 5 106 49 33 1
7 1 78 54 30 1
8 3 71 68 41 1
9 5 83 80 35 1
10 7 99 55 27 1
11 5 91 51 43 1
12 4 99 78 72 1
13 9 102 88 37 1
14 6 97 75 72 1
15 3 83 63 27 1
16 6 78 38 36 1
17 10 120 88 55 1
18 8 77 72 38 1
19 4 45 38 25 1
20 7 73 48 23 1
CONTAINERS
1 1 587 220 233
