# Bischoff & Ratcliff container-loading instance BR7-42, converted from
# BR/BR7/42.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 108 (20 distinct types)
# Total profit if all packed: 29753225
# Total box volume: 29753225   Container volume: 30089620   (ratio 0.989)

BOXES
1 8 76 74 50 1
2 7 86 40 29 1
3 5 66 55 48 1
4 4 75 57 37 1
5 8 102 83 29 1
6 4 74 58 52 1
7 5 89 65 36 1
8 5 99 68 67 1
9 5 80 78 66 1
10 5 65 57 45 1
11 3 112 59 30 1
12 8 79 75 68 1
13 11 97 48 30 1
14 3 73 70 31 1
15 4 90 83 44 1
16 4 101 93 64 1
17 8 89 82 78 1
18 4 85 54 26 1
19 3 57 34 29 1
20 4 78 71 68 1
CONTAINERS
1 1 587 220 233
