# Bischoff & Ratcliff container-loading instance BR7-14, converted from
# BR/BR7/14.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 119 (20 distinct types)
# Total profit if all packed: 30014869
# Total box volume: 30014869   Container volume: 30089620   (ratio 0.998)

BOXES
1 4 68 48 31 1
2 10 104 80 63 1
3 6 82 46 21 1
4 9 114 78 60 1
5 4 90 74 66 1
6 3 112 54 36 1
7 4 71 64 54 1
8 8 74 53 33 1
9 4 75 62 57 1
10 4 68 62 52 1
11 7 64 49 47 1
12 4 60 39 36 1
13 7 55 45 35 1
14 4 59 35 31 1
15 3 104 47 34 1
16 9 81 74 38 1
17 8 101 77 45 1
18 7 116 55 36 1
19 6 77 71 47 1
20 8 90 73 38 1
CONTAINERS
1 1 587 220 233
