# Bischoff & Ratcliff container-loading instance BR7-27, converted from
# BR/BR7/27.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 121 (20 distinct types)
# Total profit if all packed: 29965903
# Total box volume: 29965903   Container volume: 30089620   (ratio 0.996)

BOXES
1 8 118 66 47 1
2 3 99 56 25 1
3 10 91 83 48 1
4 4 104 66 40 1
5 9 75 60 33 1
6 5 113 78 60 1
7 6 36 36 29 1
8 3 56 48 40 1
9 8 67 40 22 1
10 4 92 78 64 1
11 7 73 61 31 1
12 7 72 66 58 1
13 8 56 44 26 1
14 8 93 65 34 1
15 3 113 63 50 1
16 6 35 34 31 1
17 8 100 99 80 1
18 6 105 69 20 1
19 4 77 60 38 1
20 4 98 69 30 1
CONTAINERS
1 1 587 220 233
