# Bischoff & Ratcliff container-loading instance BR7-72, converted from
# BR/BR7/72.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 127 (20 distinct types)
# Total profit if all packed: 29879133
# Total box volume: 29879133   Container volume: 30089620   (ratio 0.993)

BOXES
1 8 96 95 68 1
2 4 69 61 35 1
3 3 107 70 55 1
4 4 92 85 34 1
5 4 96 60 31 1
6 5 66 38 38 1
7 6 63 57 36 1
8 6 51 31 31 1
9 8 100 75 44 1
10 6 78 66 53 1
11 4 33 32 29 1
12 12 81 72 45 1
13 9 88 57 38 1
14 6 52 34 21 1
15 6 112 69 31 1
16 9 63 59 57 1
17 6 76 65 48 1
18 7 92 60 46 1
19 7 118 55 52 1
20 7 96 93 22 1
CONTAINERS
1 1 587 220 233
