# Bischoff & Ratcliff container-loading instance BR7-36, converted from
# BR/BR7/36.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 133 (20 distinct types)
# Total profit if all packed: 29739913
# Total box volume: 29739913   Container volume: 30089620   (ratio 0.988)

BOXES
1 10 41 39 26 1
2 5 110 40 34 1
3 8 94 77 52 1
4 2 119 96 71 1
5 5 67 63 47 1
6 10 61 43 31 1
7 7 72 53 35 1
8 7 64 38 38 1
9 13 110 71 45 1
10 9 73 71 52 1
11 7 95 92 55 1
12 7 86 74 31 1
13 8 99 62 52 1
14 7 81 44 31 1
15 2 113 94 70 1
16 5 109 100 28 1
17 6 63 34 30 1
18 4 111 43 28 1
19 4 48 35 28 1
20 7 97 53 38 1
CONTAINERS
1 1 587 220 233
