# Bischoff & Ratcliff container-loading instance BR7-51, converted from
# BR/BR7/51.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 166 (20 distinct types)
# Total profit if all packed: 30030638
# Total box volume: 30030638   Container volume: 30089620   (ratio 0.998)

BOXES
1 6 66 64 36 1
2 4 97 73 49 1
3 8 69 60 43 1
4 10 52 37 20 1
5 11 109 63 37 1
6 11 79 57 24 1
7 6 95 72 22 1
8 10 65 50 39 1
9 14 98 42 30 1
10 9 53 40 36 1
11 10 82 54 51 1
12 7 77 33 31 1
13 8 66 56 49 1
14 6 101 68 62 1
15 8 82 64 46 1
16 5 88 83 58 1
17 10 108 51 29 1
18 9 91 76 62 1
19 7 61 32 25 1
20 7 70 47 30 1
CONTAINERS
1 1 587 220 233
