# Bischoff & Ratcliff container-loading instance BR7-47, converted from
# BR/BR7/47.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 150 (20 distinct types)
# Total profit if all packed: 29873320
# Total box volume: 29873320   Container volume: 30089620   (ratio 0.993)

BOXES
1 8 118 54 42 1
2 7 112 95 20 1
3 8 118 38 37 1
4 5 76 38 38 1
5 9 100 56 34 1
6 8 100 73 50 1
7 10 75 58 36 1
8 7 76 51 41 1
9 6 82 75 39 1
10 8 84 76 44 1
11 9 80 68 50 1
12 7 61 46 28 1
13 4 80 75 51 1
14 6 92 62 49 1
15 10 72 48 21 1
16 7 54 37 33 1
17 10 46 37 34 1
18 4 109 37 24 1
19 6 63 56 33 1
20 11 111 62 61 1
CONTAINERS
1 1 587 220 233
