# Bischoff & Ratcliff container-loading instance BR7-1, converted from
# BR/BR7/1.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 110 (20 distinct types)
# Total profit if all packed: 29451164
# Total box volume: 29451164   Container volume: 30089620   (ratio 0.979)

BOXES
1 10 108 76 30 1
2 6 110 43 25 1
3 5 92 81 55 1
4 5 81 33 28 1
5 6 120 99 73 1
6 4 111 70 48 1
7 7 98 72 46 1
8 6 95 66 31 1
9 5 85 84 30 1
10 5 71 32 25 1
11 4 36 34 25 1
12 8 97 67 62 1
13 2 33 25 23 1
14 5 95 27 26 1
15 8 94 81 44 1
16 4 41 39 38 1
17 4 104 74 65 1
18 4 52 41 36 1
19 6 104 78 34 1
20 6 83 77 46 1
CONTAINERS
1 1 587 220 233
