# Bischoff & Ratcliff container-loading instance BR7-60, converted from
# BR/BR7/60.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 126 (20 distinct types)
# Total profit if all packed: 30057851
# Total box volume: 30057851   Container volume: 30089620   (ratio 0.999)

BOXES
1 5 78 72 58 1
2 6 107 57 57 1
3 7 72 64 37 1
4 6 93 66 26 1
5 13 116 67 35 1
6 11 101 56 39 1
7 6 108 100 39 1
8 7 64 55 33 1
9 8 73 65 53 1
10 6 106 41 35 1
11 5 82 78 28 1
12 2 79 59 58 1
13 5 92 84 22 1
14 5 80 65 50 1
15 3 82 77 24 1
16 6 74 73 51 1
17 4 90 43 40 1
18 7 98 70 51 1
19 7 69 32 30 1
20 7 107 69 53 1
CONTAINERS
1 1 587 220 233
