# Bischoff & Ratcliff container-loading instance BR7-83, converted from
# BR/BR7/83.json (kcliu2/CLP-Datasets on GitHub).
# Source: Bischoff, E.E. & Ratcliff, M.S.W. (1995), Omega 23(4):377-390.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 139 (20 distinct types)
# Total profit if all packed: 29945622
# Total box volume: 29945622   Container volume: 30089620   (ratio 0.995)

BOXES
1 13 83 71 46 1
2 4 76 63 54 1
3 8 91 56 40 1
4 7 61 42 34 1
5 6 84 67 47 1
6 8 95 79 57 1
7 4 90 80 23 1
8 7 69 43 28 1
9 7 72 69 48 1
10 4 83 64 58 1
11 8 99 94 24 1
12 7 96 69 53 1
13 7 71 70 36 1
14 5 57 52 45 1
15 8 99 71 43 1
16 9 72 71 27 1
17 6 59 37 22 1
18 10 86 56 44 1
19 6 80 55 41 1
20 5 78 58 30 1
CONTAINERS
1 1 587 220 233
