============================================================
  Solver:     3DMHKP-SA.py
  Instance:   /home/mcaspar/3DMHKP/Egeblad/ep3-20-C-R-90.txt
  Value mode: flat
  Timelimit:  900s
  Reports:    /home/mcaspar/3DMHKP/results_3DMHKP_ep3
  CPUs:       1
============================================================
======================================================================
3DMHKP Simulated Annealing (random single-neighbour, sequence decoder)
SA params: T0=5% of f(S_0), alpha=0.999, T_min=0.001, reheat_threshold=5753, reheat_fraction=0.25
Move weights: {'relocate': 0.0, 'swap': 1.0, '2opt': 0.0, 'promote': 1.5, 'demote': 1.5, 'orient': 1.0, 'container': 0.5}
Time limit: 900.0s per instance, seed 232774495
======================================================================

======================================================================
ep3-20-C-R-90: 20 boxes (18 types), 1 containers (1 types)
  0-1 knapsack bound: 118927.0 (continuous relaxation: 119984.7)
  initial (value-density) decode: value 29162.0 (12/20 boxes)
  T0 = 12827.9 (calibrated, 36 worsening draws, target accept 35%)
  schedule: time-based, T0 -> 2924.32 over 900s
    [iter 5] *** NEW BEST: value 53039.0, boxes 13/20, T=12825.7, elapsed=0.1s
    [iter 7] *** NEW BEST: value 63025.0, boxes 13/20, T=12825.7, elapsed=0.1s
    [iter 10] *** NEW BEST: value 66506.0, boxes 14/20, T=12825.7, elapsed=0.1s
    [iter 159] *** NEW BEST: value 66844.0, boxes 14/20, T=12825.5, elapsed=0.1s
    [iter 5912] reheat + diversify: ceiling=3206.97, value=51923.0
    [iter 11665] reheat + diversify: ceiling=2886.27, value=39903.0
    [iter 17418] reheat + diversify: ceiling=2597.65, value=44372.0
    [iter 23171] reheat + diversify: ceiling=2337.88, value=66844.0
    [iter 28924] reheat + diversify: ceiling=2104.09, value=52076.0
    [iter 34677] reheat + diversify: ceiling=1893.68, value=60287.0
    [iter 40430] reheat + diversify: ceiling=1704.32, value=44257.0
    [iter 46183] reheat + diversify: ceiling=1533.88, value=66844.0
    [iter 51936] reheat + diversify: ceiling=1380.50, value=39903.0
    [iter 57689] reheat + diversify: ceiling=1242.45, value=60287.0
    [iter 63442] reheat + diversify: ceiling=1118.20, value=43670.0
    [iter 69195] reheat + diversify: ceiling=1006.38, value=28847.0
    [iter 74948] reheat + diversify: ceiling=905.74, value=48442.0
    [iter 80701] reheat + diversify: ceiling=815.17, value=51167.0
    [iter 86454] reheat + diversify: ceiling=733.65, value=38609.0
    [iter 92207] reheat + diversify: ceiling=660.29, value=48838.0
    [iter 97960] reheat + diversify: ceiling=594.26, value=35833.0
    [iter 103713] reheat + diversify: ceiling=534.83, value=45704.0
    [iter 109466] reheat + diversify: ceiling=481.35, value=54301.0
    [iter 115219] reheat + diversify: ceiling=433.21, value=50173.0
    [iter 120972] reheat + diversify: ceiling=389.89, value=46460.0
    [iter 126725] reheat + diversify: ceiling=350.90, value=51167.0
    [iter 132478] reheat + diversify: ceiling=315.81, value=54639.0
    [iter 138231] reheat + diversify: ceiling=284.23, value=60287.0
    [iter 143984] reheat + diversify: ceiling=255.81, value=45366.0
    [iter 149737] reheat + diversify: ceiling=230.23, value=60858.0
    [iter 155490] reheat + diversify: ceiling=207.21, value=54824.0
    [iter 161243] reheat + diversify: ceiling=186.48, value=51923.0
    [iter 166996] reheat + diversify: ceiling=167.84, value=41634.0
    [iter 172749] reheat + diversify: ceiling=151.05, value=44372.0
    [iter 178502] reheat + diversify: ceiling=135.95, value=59949.0
    [iter 184255] reheat + diversify: ceiling=122.35, value=43919.0
