# Bischoff & Ratcliff container-loading instance BR16-82, converted from
# BR/BR16/82.json (kcliu2/CLP-Datasets on GitHub).
# Source: Liu, C., Smith-Miles, K., Wauters, T. & Costa, A.M. (2025), Computers & Operations Research 182:107111.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 110 (110 distinct types)
# Total profit if all packed: 30300039
# Total box volume: 30300039   Container volume: 30089620   (ratio 1.007)

BOXES
1 1 65 51 50 1
2 1 113 78 28 1
3 1 120 35 32 1
4 1 71 53 20 1
5 1 94 70 64 1
6 1 64 33 32 1
7 1 71 35 21 1
8 1 85 59 49 1
9 1 108 62 53 1
10 1 116 56 25 1
11 1 75 69 35 1
12 1 114 85 53 1
13 1 55 35 20 1
14 1 89 72 66 1
15 1 92 62 47 1
16 1 103 99 42 1
17 1 66 55 32 1
18 1 93 62 39 1
19 1 86 64 50 1
20 1 75 71 68 1
21 1 96 78 40 1
22 1 88 59 20 1
23 1 118 51 32 1
24 1 77 65 44 1
25 1 78 56 49 1
26 1 107 96 80 1
27 1 116 89 33 1
28 1 73 51 40 1
29 1 95 65 22 1
30 1 104 68 47 1
31 1 77 69 34 1
32 1 68 46 35 1
33 1 105 94 47 1
34 1 91 63 36 1
35 1 119 99 66 1
36 1 108 35 21 1
37 1 68 68 50 1
38 1 86 65 64 1
39 1 98 72 59 1
40 1 54 41 38 1
41 1 85 78 47 1
42 1 49 49 30 1
43 1 60 60 32 1
44 1 73 72 30 1
45 1 62 55 29 1
46 1 94 57 47 1
47 1 104 42 30 1
48 1 68 54 45 1
49 1 105 47 30 1
50 1 111 62 24 1
51 1 98 30 26 1
52 1 91 80 57 1
53 1 79 78 22 1
54 1 117 69 33 1
55 1 82 62 53 1
56 1 120 35 31 1
57 1 81 53 23 1
58 1 49 44 36 1
59 1 106 80 75 1
60 1 105 68 20 1
61 1 80 51 51 1
62 1 116 66 53 1
63 1 109 96 74 1
64 1 95 64 51 1
65 1 87 74 68 1
66 1 94 82 34 1
67 1 99 97 61 1
68 1 55 44 30 1
69 1 110 47 42 1
70 1 74 73 49 1
71 1 43 42 25 1
72 1 74 35 28 1
73 1 95 66 28 1
74 1 88 52 41 1
75 1 75 60 52 1
76 1 76 69 59 1
77 1 71 64 59 1
78 1 72 47 39 1
79 1 89 66 36 1
80 1 45 38 25 1
81 1 113 87 46 1
82 1 108 89 35 1
83 1 69 50 49 1
84 1 114 72 39 1
85 1 93 89 44 1
86 1 60 51 48 1
87 1 88 70 67 1
88 1 73 63 52 1
89 1 111 84 33 1
90 1 111 80 79 1
91 1 94 74 68 1
92 1 94 86 46 1
93 1 79 70 66 1
94 1 97 62 61 1
95 1 94 82 38 1
96 1 67 60 58 1
97 1 68 61 29 1
98 1 117 91 37 1
99 1 76 63 49 1
100 1 89 66 60 1
101 1 108 80 56 1
102 1 112 64 31 1
103 1 98 69 43 1
104 1 114 98 62 1
105 1 82 70 64 1
106 1 114 69 66 1
107 1 76 72 52 1
108 1 115 98 73 1
109 1 100 69 51 1
110 1 53 35 30 1
CONTAINERS
1 1 587 220 233
