# Bischoff & Ratcliff container-loading instance BR16-51, converted from
# BR/BR16/51.json (kcliu2/CLP-Datasets on GitHub).
# Source: Liu, C., Smith-Miles, K., Wauters, T. & Costa, A.M. (2025), Computers & Operations Research 182:107111.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 141 (110 distinct types)
# Total profit if all packed: 30010915
# Total box volume: 30010915   Container volume: 30089620   (ratio 0.997)

BOXES
1 1 66 64 36 1
2 1 97 73 49 1
3 3 69 60 43 1
4 1 52 37 20 1
5 1 109 63 37 1
6 1 79 57 24 1
7 1 95 72 22 1
8 1 65 50 39 1
9 1 98 42 30 1
10 2 53 40 36 1
11 1 82 54 51 1
12 1 77 33 31 1
13 2 66 56 49 1
14 2 101 68 62 1
15 1 82 64 46 1
16 1 88 83 58 1
17 1 108 51 29 1
18 1 91 76 62 1
19 1 61 32 25 1
20 1 70 47 30 1
21 2 80 79 52 1
22 1 103 43 33 1
23 2 115 88 70 1
24 2 98 38 26 1
25 1 60 33 21 1
26 2 74 54 33 1
27 1 87 45 39 1
28 2 77 62 42 1
29 2 100 56 54 1
30 1 55 42 24 1
31 2 66 47 35 1
32 1 85 71 38 1
33 1 63 59 59 1
34 1 92 65 54 1
35 1 100 77 64 1
36 1 90 79 49 1
37 1 104 64 25 1
38 1 64 46 43 1
39 1 69 38 30 1
40 1 79 79 55 1
41 1 77 75 56 1
42 2 47 33 33 1
43 1 81 44 42 1
44 1 47 47 44 1
45 1 84 50 47 1
46 1 84 78 36 1
47 1 76 73 50 1
48 3 109 91 30 1
49 1 67 43 42 1
50 1 57 53 31 1
51 3 70 34 33 1
52 2 94 69 50 1
53 1 71 66 59 1
54 1 119 93 63 1
55 1 106 76 34 1
56 1 70 70 45 1
57 1 74 52 47 1
58 1 115 70 33 1
59 2 97 55 35 1
60 1 45 40 38 1
61 1 92 88 38 1
62 1 76 58 56 1
63 1 88 79 59 1
64 1 104 61 31 1
65 2 77 55 35 1
66 2 105 80 50 1
67 1 72 62 38 1
68 1 114 78 35 1
69 2 80 45 33 1
70 1 51 49 38 1
71 1 71 66 24 1
72 1 117 45 27 1
73 1 84 68 52 1
74 1 37 36 34 1
75 1 47 39 36 1
76 1 79 67 64 1
77 1 84 80 37 1
78 1 62 46 34 1
79 1 90 89 20 1
80 2 62 58 30 1
81 1 36 32 22 1
82 2 55 41 38 1
83 1 93 68 31 1
84 1 99 40 32 1
85 2 84 80 60 1
86 1 77 60 55 1
87 1 62 41 27 1
88 1 119 86 39 1
89 1 76 46 45 1
90 2 113 37 32 1
91 1 67 62 34 1
92 1 91 43 36 1
93 1 71 69 47 1
94 1 70 67 64 1
95 1 118 77 28 1
96 1 51 47 29 1
97 2 102 46 40 1
98 1 107 60 52 1
99 1 80 52 40 1
100 1 62 52 41 1
101 2 111 81 48 1
102 1 48 42 33 1
103 1 94 81 38 1
104 1 88 51 51 1
105 1 99 92 32 1
106 3 68 58 44 1
107 1 100 51 46 1
108 1 71 55 51 1
109 1 79 63 44 1
110 2 95 65 43 1
CONTAINERS
1 1 587 220 233
