# Bischoff & Ratcliff container-loading instance BR16-62, converted from
# BR/BR16/62.json (kcliu2/CLP-Datasets on GitHub).
# Source: Liu, C., Smith-Miles, K., Wauters, T. & Costa, A.M. (2025), Computers & Operations Research 182:107111.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 131 (110 distinct types)
# Total profit if all packed: 29941830
# Total box volume: 29941830   Container volume: 30089620   (ratio 0.995)

BOXES
1 1 70 63 50 1
2 1 100 53 34 1
3 1 93 78 45 1
4 2 100 55 48 1
5 2 98 73 50 1
6 1 69 45 43 1
7 1 43 42 36 1
8 1 104 92 63 1
9 2 93 36 26 1
10 1 50 45 41 1
11 1 119 67 50 1
12 1 82 49 30 1
13 1 80 55 31 1
14 1 105 73 37 1
15 1 76 76 42 1
16 1 102 96 22 1
17 1 120 99 36 1
18 1 89 70 58 1
19 1 60 54 46 1
20 1 120 38 35 1
21 1 94 68 59 1
22 2 98 30 27 1
23 1 95 49 31 1
24 1 118 72 32 1
25 1 102 56 25 1
26 1 99 62 30 1
27 1 78 71 32 1
28 2 79 73 71 1
29 1 74 73 68 1
30 1 102 74 20 1
31 1 89 70 43 1
32 1 100 78 27 1
33 1 86 53 31 1
34 1 95 84 61 1
35 1 104 62 23 1
36 2 101 71 51 1
37 2 120 69 61 1
38 1 86 48 29 1
39 2 120 99 72 1
40 1 70 53 36 1
41 2 76 49 37 1
42 1 77 77 63 1
43 1 107 38 27 1
44 1 59 56 41 1
45 1 119 81 25 1
46 1 84 59 45 1
47 1 81 38 28 1
48 1 75 63 36 1
49 1 82 66 59 1
50 2 76 65 42 1
51 1 48 40 36 1
52 2 103 59 34 1
53 1 79 76 24 1
54 1 76 60 40 1
55 1 50 45 32 1
56 1 98 58 22 1
57 1 116 34 21 1
58 1 72 58 23 1
59 2 80 69 38 1
60 1 119 49 37 1
61 1 64 58 33 1
62 1 104 90 24 1
63 1 60 43 34 1
64 1 119 98 26 1
65 2 100 42 41 1
66 1 93 42 36 1
67 1 109 95 35 1
68 1 61 43 38 1
69 1 96 62 20 1
70 1 68 40 38 1
71 1 64 38 27 1
72 2 91 85 35 1
73 2 88 33 22 1
74 1 70 63 38 1
75 1 70 70 45 1
76 1 94 71 56 1
77 1 112 59 46 1
78 2 97 67 20 1
79 1 64 60 22 1
80 1 117 57 26 1
81 1 96 64 29 1
82 1 68 62 47 1
83 1 79 70 39 1
84 2 84 75 38 1
85 1 84 53 44 1
86 1 73 54 35 1
87 2 94 77 50 1
88 1 74 55 47 1
89 1 81 79 49 1
90 1 86 60 45 1
91 1 100 96 34 1
92 1 79 78 51 1
93 2 79 78 44 1
94 1 118 84 33 1
95 2 93 68 26 1
96 1 73 40 33 1
97 1 66 64 32 1
98 1 88 46 37 1
99 1 63 59 43 1
100 2 101 73 38 1
101 1 96 67 61 1
102 1 114 82 65 1
103 1 70 34 29 1
104 1 73 57 21 1
105 1 83 69 24 1
106 1 105 54 30 1
107 1 95 37 34 1
108 1 95 74 28 1
109 1 88 77 50 1
110 1 74 73 62 1
CONTAINERS
1 1 587 220 233
