# Bischoff & Ratcliff container-loading instance BR9-78, converted from
# BR/BR9/78.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 148 (40 distinct types)
# Total profit if all packed: 29924689
# Total box volume: 29924689   Container volume: 30089620   (ratio 0.995)

BOXES
1 5 105 68 42 1
2 2 75 37 24 1
3 4 79 73 26 1
4 3 95 53 38 1
5 4 50 41 40 1
6 3 80 59 52 1
7 5 90 74 35 1
8 4 87 60 60 1
9 3 68 50 39 1
10 4 78 64 25 1
11 3 73 65 52 1
12 3 83 48 38 1
13 2 87 76 44 1
14 6 60 38 26 1
15 5 82 65 64 1
16 6 52 48 38 1
17 1 95 91 63 1
18 2 111 75 25 1
19 3 117 81 36 1
20 4 67 45 38 1
21 5 71 66 27 1
22 1 67 40 34 1
23 4 83 75 30 1
24 3 68 57 34 1
25 4 96 46 37 1
26 2 70 59 33 1
27 6 77 56 45 1
28 3 83 42 33 1
29 2 54 35 32 1
30 4 67 59 49 1
31 3 76 64 41 1
32 4 74 66 38 1
33 3 108 78 60 1
34 7 78 56 52 1
35 3 76 69 43 1
36 2 75 42 34 1
37 3 78 44 37 1
38 2 79 71 21 1
39 7 120 77 49 1
40 8 86 57 40 1
CONTAINERS
1 1 587 220 233
