# Bischoff & Ratcliff container-loading instance BR9-41, converted from
# BR/BR9/41.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 123 (40 distinct types)
# Total profit if all packed: 29964362
# Total box volume: 29964362   Container volume: 30089620   (ratio 0.996)

BOXES
1 3 109 80 68 1
2 1 90 45 31 1
3 4 66 56 34 1
4 5 76 66 34 1
5 4 111 80 53 1
6 5 86 59 29 1
7 3 80 72 63 1
8 3 81 47 22 1
9 3 114 80 64 1
10 1 90 37 32 1
11 3 75 48 40 1
12 2 67 52 45 1
13 3 88 82 74 1
14 2 100 63 23 1
15 6 103 53 48 1
16 3 79 44 41 1
17 2 89 85 50 1
18 2 60 54 44 1
19 2 65 52 27 1
20 7 88 71 45 1
21 2 106 75 41 1
22 5 119 67 62 1
23 1 117 82 38 1
24 3 79 77 40 1
25 3 74 73 67 1
26 4 95 68 57 1
27 6 77 45 27 1
28 5 61 48 26 1
29 3 51 43 25 1
30 2 86 61 31 1
31 3 42 39 34 1
32 3 92 59 55 1
33 1 117 55 32 1
34 3 112 64 36 1
35 1 97 73 47 1
36 2 75 64 32 1
37 4 69 64 39 1
38 3 81 64 28 1
39 2 80 52 36 1
40 3 87 62 46 1
CONTAINERS
1 1 587 220 233
