# Bischoff & Ratcliff container-loading instance BR9-40, converted from
# BR/BR9/40.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 111 (40 distinct types)
# Total profit if all packed: 29958184
# Total box volume: 29958184   Container volume: 30089620   (ratio 0.996)

BOXES
1 3 85 77 62 1
2 2 94 63 32 1
3 5 83 75 45 1
4 1 95 95 54 1
5 1 76 76 30 1
6 3 113 66 44 1
7 4 108 71 61 1
8 2 118 62 37 1
9 2 93 58 48 1
10 5 60 32 29 1
11 3 97 75 59 1
12 1 105 56 35 1
13 2 67 58 53 1
14 2 96 51 37 1
15 3 91 52 32 1
16 3 73 70 32 1
17 3 96 80 22 1
18 5 94 82 66 1
19 5 95 76 73 1
20 2 64 29 23 1
21 2 99 85 32 1
22 2 85 64 40 1
23 3 108 81 29 1
24 2 77 56 44 1
25 2 110 86 78 1
26 5 100 86 35 1
27 4 88 69 50 1
28 2 81 67 53 1
29 4 56 38 33 1
30 1 73 36 28 1
31 2 63 57 51 1
32 3 70 64 49 1
33 4 96 65 32 1
34 2 99 46 35 1
35 2 96 91 43 1
36 4 56 48 33 1
37 2 87 66 58 1
38 2 63 41 39 1
39 2 109 53 49 1
40 4 88 61 56 1
CONTAINERS
1 1 587 220 233
