# Bischoff & Ratcliff container-loading instance BR13-13, converted from
# BR/BR13/13.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 140 (80 distinct types)
# Total profit if all packed: 30076606
# Total box volume: 30076606   Container volume: 30089620   (ratio 1.000)

BOXES
1 3 52 36 25 1
2 1 63 37 21 1
3 1 100 61 36 1
4 1 79 52 36 1
5 1 99 63 36 1
6 1 97 49 30 1
7 2 90 69 55 1
8 1 91 33 28 1
9 2 111 76 41 1
10 1 95 44 35 1
11 1 74 47 29 1
12 1 100 48 20 1
13 3 75 38 30 1
14 1 86 68 44 1
15 2 72 52 33 1
16 3 112 52 25 1
17 1 109 48 40 1
18 2 83 74 42 1
19 3 101 93 40 1
20 2 76 66 31 1
21 2 107 71 25 1
22 2 57 40 40 1
23 1 64 49 24 1
24 2 118 75 48 1
25 5 99 61 33 1
26 3 100 59 30 1
27 2 92 77 31 1
28 3 77 75 72 1
29 1 61 44 32 1
30 3 65 55 25 1
31 2 89 29 23 1
32 1 117 61 20 1
33 1 89 65 50 1
34 1 63 45 23 1
35 1 92 62 37 1
36 4 101 81 21 1
37 1 113 78 54 1
38 2 95 33 27 1
39 1 90 57 29 1
40 2 110 100 39 1
41 1 116 70 59 1
42 2 113 72 40 1
43 2 41 33 25 1
44 1 91 72 30 1
45 1 108 86 74 1
46 1 91 59 49 1
47 1 53 49 43 1
48 1 97 94 26 1
49 2 72 50 30 1
50 2 73 52 41 1
51 2 89 77 70 1
52 1 110 47 31 1
53 1 94 83 43 1
54 1 102 54 35 1
55 3 82 49 32 1
56 1 99 43 20 1
57 1 75 41 34 1
58 1 72 71 47 1
59 1 74 69 59 1
60 1 78 54 24 1
61 3 107 69 44 1
62 5 100 42 24 1
63 1 70 51 28 1
64 1 118 97 38 1
65 3 52 41 27 1
66 1 68 64 59 1
67 1 40 38 33 1
68 4 118 100 75 1
69 2 117 49 47 1
70 1 85 66 65 1
71 1 78 69 47 1
72 1 50 46 27 1
73 2 85 67 33 1
74 2 108 83 33 1
75 2 41 38 27 1
76 2 106 63 25 1
77 2 104 59 36 1
78 2 75 46 38 1
79 3 42 35 30 1
80 1 73 57 50 1
CONTAINERS
1 1 587 220 233
