# Bischoff & Ratcliff container-loading instance BR11-58, converted from
# BR/BR11/58.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 136 (60 distinct types)
# Total profit if all packed: 30052518
# Total box volume: 30052518   Container volume: 30089620   (ratio 0.999)

BOXES
1 2 105 81 46 1
2 1 115 81 61 1
3 3 72 51 23 1
4 2 65 56 33 1
5 2 60 44 21 1
6 1 85 69 65 1
7 2 90 82 35 1
8 1 115 94 64 1
9 1 80 53 33 1
10 2 95 81 37 1
11 2 66 46 45 1
12 2 109 36 25 1
13 2 89 62 50 1
14 5 54 32 27 1
15 2 79 33 32 1
16 2 80 50 47 1
17 3 81 57 44 1
18 1 107 31 21 1
19 3 91 85 80 1
20 1 93 68 27 1
21 2 78 44 33 1
22 2 73 40 29 1
23 3 93 86 73 1
24 5 111 62 23 1
25 1 70 68 27 1
26 4 116 25 20 1
27 2 54 52 45 1
28 1 116 60 40 1
29 1 38 33 22 1
30 3 95 71 47 1
31 2 77 76 50 1
32 7 69 47 41 1
33 1 69 66 35 1
34 3 73 59 42 1
35 2 119 40 27 1
36 4 117 78 45 1
37 3 48 45 40 1
38 1 71 63 46 1
39 1 62 52 28 1
40 3 73 35 26 1
41 5 90 67 29 1
42 2 119 58 53 1
43 3 117 45 26 1
44 3 52 38 31 1
45 1 77 66 62 1
46 1 90 62 29 1
47 3 94 73 62 1
48 3 88 32 20 1
49 2 87 28 24 1
50 3 111 68 62 1
51 2 115 72 65 1
52 3 83 79 76 1
53 2 115 90 24 1
54 1 80 61 48 1
55 2 80 62 41 1
56 2 81 80 46 1
57 1 93 32 25 1
58 1 90 79 43 1
59 4 111 79 30 1
60 1 77 67 45 1
CONTAINERS
1 1 587 220 233
