# Bischoff & Ratcliff container-loading instance BR11-27, converted from
# BR/BR11/27.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 118 (60 distinct types)
# Total profit if all packed: 30063572
# Total box volume: 30063572   Container volume: 30089620   (ratio 0.999)

BOXES
1 2 118 66 47 1
2 1 99 56 25 1
3 2 91 83 48 1
4 1 104 66 40 1
5 1 75 60 33 1
6 3 113 78 60 1
7 1 36 36 29 1
8 3 56 48 40 1
9 1 67 40 22 1
10 4 92 78 64 1
11 1 73 61 31 1
12 3 72 66 58 1
13 4 56 44 26 1
14 1 93 65 34 1
15 3 113 63 50 1
16 1 35 34 31 1
17 2 100 99 80 1
18 1 105 69 20 1
19 1 77 60 38 1
20 1 98 69 30 1
21 2 107 56 20 1
22 4 89 88 54 1
23 2 83 73 31 1
24 2 53 46 44 1
25 2 87 53 34 1
26 1 79 63 33 1
27 1 114 77 60 1
28 1 61 51 29 1
29 3 83 73 56 1
30 3 76 28 27 1
31 2 109 35 29 1
32 2 86 76 39 1
33 4 84 79 34 1
34 2 60 33 26 1
35 3 100 94 25 1
36 3 88 73 56 1
37 3 99 76 41 1
38 2 48 42 27 1
39 1 114 71 33 1
40 2 98 73 43 1
41 1 97 61 26 1
42 1 103 61 51 1
43 2 99 75 28 1
44 1 103 46 27 1
45 3 73 51 41 1
46 1 74 56 51 1
47 1 43 41 32 1
48 1 66 55 52 1
49 1 116 48 36 1
50 3 63 30 30 1
51 2 87 77 73 1
52 3 86 69 68 1
53 2 102 73 70 1
54 1 51 29 28 1
55 3 86 62 55 1
56 1 87 45 29 1
57 3 113 67 61 1
58 2 67 34 32 1
59 3 101 86 34 1
60 1 99 91 37 1
CONTAINERS
1 1 587 220 233
