# Bischoff & Ratcliff container-loading instance BR11-48, converted from
# BR/BR11/48.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 117 (60 distinct types)
# Total profit if all packed: 29950691
# Total box volume: 29950691   Container volume: 30089620   (ratio 0.995)

BOXES
1 3 59 49 48 1
2 5 79 63 46 1
3 3 95 58 38 1
4 2 95 79 47 1
5 2 72 46 27 1
6 3 88 74 72 1
7 2 90 77 67 1
8 4 96 59 36 1
9 1 62 55 46 1
10 2 92 77 43 1
11 4 100 66 41 1
12 1 76 72 44 1
13 1 95 68 35 1
14 2 108 66 48 1
15 2 86 78 52 1
16 2 92 86 40 1
17 4 66 39 38 1
18 3 85 80 59 1
19 1 86 71 33 1
20 1 118 45 23 1
21 2 73 60 33 1
22 2 90 74 48 1
23 1 88 86 42 1
24 5 92 76 62 1
25 3 82 68 53 1
26 1 84 66 55 1
27 1 102 77 42 1
28 1 87 43 39 1
29 1 114 79 40 1
30 1 92 71 47 1
31 2 83 49 37 1
32 1 68 62 40 1
33 2 89 65 39 1
34 1 107 45 24 1
35 3 66 60 36 1
36 1 114 95 60 1
37 2 92 66 46 1
38 2 100 71 28 1
39 2 68 63 42 1
40 2 81 63 34 1
41 2 85 69 68 1
42 1 87 75 67 1
43 2 61 49 34 1
44 1 77 67 44 1
45 2 64 50 47 1
46 2 111 68 43 1
47 1 83 60 34 1
48 1 79 35 30 1
49 3 83 64 41 1
50 1 96 87 58 1
51 2 46 40 38 1
52 2 55 53 38 1
53 1 88 70 56 1
54 2 111 66 21 1
55 2 76 46 26 1
56 2 106 77 73 1
57 1 79 78 61 1
58 3 94 63 52 1
59 1 87 52 43 1
60 1 75 35 25 1
CONTAINERS
1 1 587 220 233
