# Bischoff & Ratcliff container-loading instance BR11-89, converted from
# BR/BR11/89.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 129 (60 distinct types)
# Total profit if all packed: 29847819
# Total box volume: 29847819   Container volume: 30089620   (ratio 0.992)

BOXES
1 2 95 92 46 1
2 1 65 60 40 1
3 2 103 62 59 1
4 1 71 65 52 1
5 3 119 87 28 1
6 2 109 92 78 1
7 2 58 54 35 1
8 2 98 73 64 1
9 2 44 44 40 1
10 1 70 69 35 1
11 3 119 61 58 1
12 2 89 55 45 1
13 2 75 68 58 1
14 2 43 37 30 1
15 2 95 77 41 1
16 2 65 63 63 1
17 2 107 70 62 1
18 3 109 69 21 1
19 1 54 34 21 1
20 2 118 45 32 1
21 3 75 50 32 1
22 3 58 46 27 1
23 4 90 55 37 1
24 2 80 78 62 1
25 2 88 43 42 1
26 3 78 67 48 1
27 3 89 81 48 1
28 1 79 69 51 1
29 2 79 75 50 1
30 2 109 86 55 1
31 1 72 44 42 1
32 2 81 55 53 1
33 2 76 54 29 1
34 1 85 44 24 1
35 1 62 47 29 1
36 1 99 77 56 1
37 2 95 73 49 1
38 1 94 83 65 1
39 3 81 62 30 1
40 2 85 58 48 1
41 2 43 37 31 1
42 4 55 54 43 1
43 3 62 53 43 1
44 1 78 78 64 1
45 1 82 82 20 1
46 2 106 78 73 1
47 4 57 31 27 1
48 4 85 35 32 1
49 1 84 73 57 1
50 1 100 73 34 1
51 5 68 57 52 1
52 3 82 80 30 1
53 3 37 37 34 1
54 1 56 46 31 1
55 2 38 37 27 1
56 2 96 70 41 1
57 1 72 64 59 1
58 3 91 69 55 1
59 2 120 63 51 1
60 4 74 57 36 1
CONTAINERS
1 1 587 220 233
