# Bischoff & Ratcliff container-loading instance BR10-99, converted from
# BR/BR10/99.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 155 (50 distinct types)
# Total profit if all packed: 29998936
# Total box volume: 29998936   Container volume: 30089620   (ratio 0.997)

BOXES
1 2 51 46 44 1
2 2 95 92 47 1
3 3 116 39 23 1
4 3 51 37 32 1
5 3 117 44 38 1
6 5 103 89 73 1
7 4 73 55 54 1
8 2 116 98 40 1
9 1 62 48 22 1
10 3 106 38 30 1
11 4 100 40 32 1
12 2 87 53 26 1
13 3 57 35 35 1
14 5 80 75 75 1
15 2 111 88 32 1
16 4 109 42 29 1
17 4 49 35 29 1
18 5 92 65 23 1
19 5 112 32 30 1
20 3 94 90 30 1
21 3 115 80 43 1
22 5 54 41 26 1
23 4 88 43 25 1
24 4 96 66 23 1
25 4 77 75 57 1
26 1 65 36 31 1
27 3 60 56 32 1
28 3 108 52 25 1
29 3 85 78 55 1
30 4 79 65 34 1
31 3 72 35 24 1
32 4 82 60 34 1
33 2 113 33 20 1
34 2 71 42 38 1
35 2 100 80 42 1
36 2 81 62 59 1
37 2 68 49 29 1
38 2 94 46 22 1
39 5 70 48 24 1
40 4 77 40 30 1
41 4 51 47 36 1
42 6 75 40 38 1
43 2 111 93 74 1
44 1 117 86 42 1
45 3 95 94 39 1
46 2 85 67 64 1
47 3 69 66 33 1
48 3 87 41 20 1
49 2 80 56 28 1
50 2 45 38 32 1
CONTAINERS
1 1 587 220 233
