# Bischoff & Ratcliff container-loading instance BR15-32, converted from
# BR/BR15/32.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 143 (100 distinct types)
# Total profit if all packed: 29899491
# Total box volume: 29899491   Container volume: 30089620   (ratio 0.994)

BOXES
1 1 95 76 44 1
2 2 81 47 34 1
3 1 71 52 30 1
4 2 96 52 28 1
5 1 104 80 50 1
6 2 77 64 57 1
7 1 75 45 36 1
8 2 65 49 39 1
9 1 70 49 41 1
10 1 111 44 42 1
11 1 108 94 51 1
12 2 43 40 26 1
13 1 70 47 39 1
14 1 84 36 26 1
15 1 103 97 27 1
16 1 54 54 24 1
17 2 63 46 38 1
18 1 80 52 37 1
19 3 67 59 20 1
20 1 102 89 23 1
21 1 61 53 48 1
22 2 80 79 67 1
23 1 77 76 37 1
24 1 63 37 26 1
25 1 47 41 28 1
26 1 87 76 42 1
27 1 99 89 35 1
28 1 76 67 29 1
29 1 72 58 43 1
30 1 78 70 54 1
31 1 78 65 32 1
32 1 101 66 29 1
33 1 102 74 31 1
34 1 77 69 55 1
35 1 51 46 35 1
36 1 90 48 35 1
37 1 109 71 40 1
38 1 86 69 36 1
39 2 64 63 29 1
40 2 94 77 59 1
41 1 63 51 36 1
42 2 73 53 44 1
43 2 87 65 57 1
44 1 84 31 28 1
45 1 79 47 30 1
46 2 109 78 49 1
47 1 62 46 32 1
48 1 101 58 56 1
49 1 96 82 57 1
50 1 87 63 49 1
51 1 94 79 52 1
52 1 100 58 34 1
53 2 71 57 34 1
54 4 80 73 65 1
55 2 94 63 33 1
56 2 85 63 57 1
57 3 75 47 40 1
58 1 81 70 22 1
59 1 85 57 22 1
60 2 96 63 50 1
61 1 68 53 52 1
62 2 50 42 40 1
63 1 44 35 33 1
64 3 111 49 26 1
65 1 93 82 52 1
66 1 72 41 24 1
67 1 88 81 25 1
68 1 70 46 29 1
69 2 81 72 25 1
70 1 104 29 21 1
71 2 120 66 30 1
72 1 65 45 38 1
73 2 77 42 30 1
74 1 96 72 35 1
75 1 84 77 68 1
76 3 86 52 25 1
77 1 94 48 27 1
78 1 98 81 24 1
79 2 108 97 61 1
80 1 67 54 43 1
81 3 115 61 57 1
82 1 98 58 47 1
83 2 117 63 31 1
84 1 105 68 27 1
85 2 116 43 37 1
86 2 76 61 31 1
87 1 60 59 21 1
88 2 88 69 32 1
89 1 74 71 35 1
90 2 81 57 32 1
91 1 109 100 66 1
92 2 78 68 66 1
93 1 87 76 45 1
94 2 79 60 21 1
95 1 110 38 30 1
96 2 56 41 31 1
97 2 64 48 41 1
98 1 53 45 28 1
99 1 70 61 30 1
100 1 76 71 54 1
CONTAINERS
1 1 587 220 233
