# Bischoff & Ratcliff container-loading instance BR15-47, converted from
# BR/BR15/47.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 126 (100 distinct types)
# Total profit if all packed: 29935335
# Total box volume: 29935335   Container volume: 30089620   (ratio 0.995)

BOXES
1 2 118 54 42 1
2 1 112 95 20 1
3 1 118 38 37 1
4 1 76 38 38 1
5 1 100 56 34 1
6 1 100 73 50 1
7 2 75 58 36 1
8 2 76 51 41 1
9 1 82 75 39 1
10 2 84 76 44 1
11 1 80 68 50 1
12 1 61 46 28 1
13 1 80 75 51 1
14 1 92 62 49 1
15 3 72 48 21 1
16 1 54 37 33 1
17 1 46 37 34 1
18 2 109 37 24 1
19 1 63 56 33 1
20 1 111 62 61 1
21 1 78 53 30 1
22 1 55 50 47 1
23 1 86 79 33 1
24 1 92 90 29 1
25 1 120 80 64 1
26 2 71 37 22 1
27 2 106 88 22 1
28 1 120 31 23 1
29 1 104 70 66 1
30 2 78 76 75 1
31 1 99 74 54 1
32 1 58 55 34 1
33 1 73 67 42 1
34 1 120 81 35 1
35 1 115 67 54 1
36 1 97 95 43 1
37 1 114 88 40 1
38 1 63 58 48 1
39 1 92 44 20 1
40 3 82 78 27 1
41 1 95 69 67 1
42 1 98 75 28 1
43 1 80 51 51 1
44 1 117 43 34 1
45 1 99 64 27 1
46 1 38 31 29 1
47 1 64 45 35 1
48 1 69 60 36 1
49 2 89 71 61 1
50 1 83 76 39 1
51 1 67 58 50 1
52 1 114 67 28 1
53 1 102 73 71 1
54 2 108 57 48 1
55 1 118 85 69 1
56 1 57 53 42 1
57 1 64 50 37 1
58 2 53 31 26 1
59 2 47 45 37 1
60 1 84 80 34 1
61 1 63 42 28 1
62 1 73 62 32 1
63 1 52 38 34 1
64 1 115 68 62 1
65 1 68 53 46 1
66 2 83 64 39 1
67 1 95 91 30 1
68 1 57 34 23 1
69 1 77 72 61 1
70 1 86 73 60 1
71 1 66 65 34 1
72 1 110 75 71 1
73 1 82 77 62 1
74 1 83 68 37 1
75 1 77 61 38 1
76 1 90 54 48 1
77 1 58 47 43 1
78 2 45 44 22 1
79 1 84 42 41 1
80 1 80 47 25 1
81 2 105 81 63 1
82 1 80 47 33 1
83 1 93 51 25 1
84 2 72 71 56 1
85 1 100 83 43 1
86 1 93 90 35 1
87 2 114 76 36 1
88 1 117 91 58 1
89 1 75 58 31 1
90 1 63 46 34 1
91 2 104 98 50 1
92 1 72 65 43 1
93 1 108 47 27 1
94 1 89 58 44 1
95 2 102 87 62 1
96 2 82 64 36 1
97 2 70 65 53 1
98 2 91 66 37 1
99 1 94 90 31 1
100 1 86 64 57 1
CONTAINERS
1 1 587 220 233
