# Bischoff & Ratcliff container-loading instance BR15-44, converted from
# BR/BR15/44.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 143 (100 distinct types)
# Total profit if all packed: 30000940
# Total box volume: 30000940   Container volume: 30089620   (ratio 0.997)

BOXES
1 1 114 67 25 1
2 1 92 79 25 1
3 1 89 87 36 1
4 2 95 71 36 1
5 1 90 83 43 1
6 1 93 39 28 1
7 1 69 54 31 1
8 3 107 61 37 1
9 2 98 52 40 1
10 3 83 69 60 1
11 2 98 63 58 1
12 2 45 40 26 1
13 1 63 44 36 1
14 1 96 56 43 1
15 1 88 42 35 1
16 1 40 37 36 1
17 1 97 74 67 1
18 1 76 45 42 1
19 1 64 43 42 1
20 1 91 53 37 1
21 1 59 34 22 1
22 2 56 42 27 1
23 1 84 66 53 1
24 2 85 66 53 1
25 1 51 39 35 1
26 1 83 47 45 1
27 3 45 30 25 1
28 1 84 38 25 1
29 1 86 74 28 1
30 1 92 38 37 1
31 1 70 56 44 1
32 2 100 28 25 1
33 1 92 52 49 1
34 1 71 66 34 1
35 1 81 39 38 1
36 2 54 40 26 1
37 1 79 77 21 1
38 3 115 56 45 1
39 1 86 59 48 1
40 4 85 83 62 1
41 1 99 87 61 1
42 1 69 42 38 1
43 1 60 59 42 1
44 1 58 56 41 1
45 3 113 30 28 1
46 1 71 65 63 1
47 3 97 79 23 1
48 2 74 41 39 1
49 1 91 61 30 1
50 2 46 44 42 1
51 1 117 72 63 1
52 1 116 58 28 1
53 2 107 56 27 1
54 1 99 66 30 1
55 2 58 50 35 1
56 3 94 71 60 1
57 1 73 68 55 1
58 3 59 50 22 1
59 1 83 80 53 1
60 1 114 65 31 1
61 2 99 79 21 1
62 2 51 49 21 1
63 1 92 65 47 1
64 1 85 78 28 1
65 2 54 28 23 1
66 1 65 57 43 1
67 1 92 76 29 1
68 1 59 33 28 1
69 2 92 84 63 1
70 1 90 76 34 1
71 1 65 51 29 1
72 1 73 59 29 1
73 2 71 49 35 1
74 3 69 36 25 1
75 2 79 60 32 1
76 1 108 74 66 1
77 1 93 83 76 1
78 3 51 25 22 1
79 1 84 58 34 1
80 1 73 36 30 1
81 1 89 62 61 1
82 1 120 99 74 1
83 1 116 50 38 1
84 1 80 78 34 1
85 1 67 43 31 1
86 1 105 78 31 1
87 1 85 57 27 1
88 2 94 93 72 1
89 1 89 59 27 1
90 1 67 54 49 1
91 1 87 78 68 1
92 1 67 55 48 1
93 1 113 70 28 1
94 1 83 81 38 1
95 1 76 67 58 1
96 2 78 71 37 1
97 1 96 83 78 1
98 1 102 77 35 1
99 1 96 59 25 1
100 1 119 61 50 1
CONTAINERS
1 1 587 220 233
