1200;800;600;400;0;0;1;0;0
340;340;520;20;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
380;340;130;5;1;1;1;0;0
610;610;190;6;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1200;1000;1350;297;0;0;1;0;0
650;330;430;10;1;1;1;0;0
1200;1000;1350;297;0;0;1;0;0
650;330;430;10;1;1;1;0;0
380;340;130;5;1;1;1;0;0
340;340;520;20;1;1;1;0;0
580;400;500;11;1;1;1;0;0
450;680;250;5;1;1;1;0;0
2480;1680;1400;181;0;0;1;1;0
1200;800;1210;100;0;0;1;0;0
240;240;450;5;1;1;1;0;0
1520;1000;1000;141;0;0;1;0;0
1400;800;1250;181;0;0;1;0;0
4230;650;760;452;0;0;1;0;0
380;340;130;5;1;1;1;0;0
650;360;460;12;1;1;1;0;0
1200;800;1140;121;0;0;1;0;0
1200;1000;1180;692;0;0;1;0;0
1450;1140;750;194;0;0;1;0;0
1200;1000;440;200;0;0;1;0;0
1200;800;1210;100;0;0;1;0;0
1150;950;750;461;0;0;1;0;0
1200;1000;1100;97;0;0;1;0;0
1200;1000;1420;105;0;0;1;0;0
1200;1000;1180;693;0;0;1;0;0
800;600;480;56;0;0;1;0;0
390;300;250;2;1;1;1;0;0
1350;100;100;4;1;1;1;0;0
750;600;500;133;0;0;1;0;0
1520;1000;1000;141;0;0;1;0;0
430;380;360;15;1;1;1;0;0
380;340;130;5;1;1;1;0;0
650;330;430;10;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1200;850;700;131;0;0;1;0;0
310;250;210;8;1;1;1;0;0
850;320;350;8;1;1;1;0;0
1520;1000;1000;141;0;0;1;0;0
1140;1140;1000;427;0;0;1;0;0
430;380;360;15;1;1;1;0;0
610;610;190;6;1;1;1;0;0
650;330;430;10;1;1;1;0;0
430;380;360;15;1;1;1;0;0
470;340;260;2;1;1;1;1;0
200;100;220;1;1;1;1;0;0
430;380;360;15;1;1;1;0;0
430;380;360;15;1;1;1;0;0
430;380;360;15;1;1;1;0;0
870;620;480;22;1;1;1;0;0
340;340;520;20;1;1;1;0;0
700;600;540;150;0;0;1;0;0
1850;1370;1110;340;0;0;1;0;0
4000;100;100;10;1;1;1;0;0
430;380;360;15;1;1;1;0;0
