1200;800;1200;100;0;0;1;0;0
1200;1000;1050;168;0;0;1;0;0
600;300;250;16;1;1;1;0;0
5250;310;410;300;0;0;1;0;0
1140;1140;1000;427;0;0;1;0;0
450;680;250;5;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1200;800;140;25;1;1;1;0;0
430;380;360;15;1;1;1;0;0
1220;1020;910;155;0;0;1;0;0
1200;800;1200;100;0;0;1;0;0
430;380;360;15;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
2600;200;200;62;0;0;1;0;0
600;400;800;68;0;0;1;0;0
1200;1000;750;134;0;0;1;0;0
500;400;600;18;1;1;1;0;0
350;350;350;4;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
650;330;430;10;1;1;1;0;0
650;330;430;10;1;1;1;0;0
250;350;40;1;1;1;1;0;0
650;330;430;10;1;1;1;0;0
1200;800;140;25;1;1;1;0;0
1200;1000;1350;297;0;0;1;0;0
370;280;130;2;1;1;1;0;0
650;330;430;10;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
610;610;190;6;1;1;1;0;0
430;380;360;15;1;1;1;0;0
430;380;360;15;1;1;1;0;0
760;480;480;10;1;1;1;0;0
1930;400;730;135;0;0;1;0;0
380;340;130;5;1;1;1;0;0
340;270;500;5;1;1;1;0;0
400;400;400;20;1;1;1;0;0
300;280;240;1;1;1;1;1;0
4150;650;600;200;0;0;1;0;0
2100;400;400;62;0;0;1;0;0
380;340;130;5;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
610;610;190;6;1;1;1;0;0
2700;210;150;17;1;1;1;0;0
1200;1000;1080;100;0;0;1;0;0
1200;1000;430;58;0;0;1;0;0
380;340;130;5;1;1;1;0;0
1200;800;140;25;1;1;1;0;0
470;340;260;2;1;1;1;1;0
800;800;800;198;0;0;1;0;0
430;380;360;15;1;1;1;0;0
650;330;430;10;1;1;1;0;0
620;510;370;7;1;1;1;0;0
650;330;430;10;1;1;1;0;0
3330;680;550;300;0;0;1;0;0
1200;800;140;25;1;1;1;0;0
650;330;430;10;1;1;1;0;0
750;600;500;133;0;0;1;0;0
450;450;380;10;1;1;1;0;0
430;380;360;15;1;1;1;0;0
750;600;500;133;0;0;1;0;0
1230;830;920;243;0;0;1;0;0
1200;800;140;25;1;1;1;0;0
620;170;170;8;1;1;1;0;0
2700;230;230;62;0;0;1;0;0
650;330;430;10;1;1;1;0;0
400;300;250;2;1;1;1;0;0
1200;1000;1420;105;0;0;1;0;0
1200;800;1210;100;0;0;1;0;0
1200;800;720;129;0;0;1;0;0
290;200;380;4;1;1;1;0;0
1200;1000;950;133;0;0;1;0;0
1200;1000;1000;133;0;0;1;0;0
430;380;360;15;1;1;1;0;0
1140;1140;1000;427;0;0;1;0;0
340;340;520;20;1;1;1;0;0
1200;1000;1420;105;0;0;1;0;0
380;340;130;5;1;1;1;0;0
340;350;250;3;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1850;1370;1110;340;0;0;1;0;0
