650;330;430;10;1;1;1;0;0
1200;800;1200;100;0;0;1;0;0
1150;950;750;461;0;0;1;0;0
1200;800;1210;100;0;0;1;0;0
1220;1020;910;155;0;0;1;0;0
650;330;430;10;1;1;1;0;0
2100;400;400;62;0;0;1;0;0
1200;1000;940;129;0;0;1;0;0
1200;800;1200;100;0;0;1;0;0
650;330;430;10;1;1;1;0;0
480;480;300;5;1;1;1;0;0
610;610;190;6;1;1;1;0;0
1200;800;1000;314;0;0;1;0;0
380;340;130;5;1;1;1;0;0
250;250;70;5;1;1;1;0;1
820;750;520;120;0;0;1;0;0
650;330;430;10;1;1;1;0;0
500;400;600;18;1;1;1;0;0
380;340;130;5;1;1;1;0;0
4200;400;430;217;0;0;1;0;0
1200;1000;1180;692;0;0;1;0;0
650;330;430;10;1;1;1;0;0
1520;1000;1000;141;0;0;1;0;0
1520;1000;1000;141;0;0;1;0;0
250;350;40;1;1;1;1;0;0
320;280;260;50;1;1;1;0;1
4150;650;600;200;0;0;1;0;0
380;340;130;5;1;1;1;0;0
430;430;300;5;1;1;1;0;0
430;380;360;15;1;1;1;0;0
1200;1000;1120;100;0;0;1;0;0
1200;1000;1180;692;0;0;1;0;0
650;330;430;10;1;1;1;0;0
380;340;130;5;1;1;1;0;0
650;330;430;10;1;1;1;0;0
1000;480;690;100;0;0;1;0;0
430;380;360;15;1;1;1;0;0
650;330;430;10;1;1;1;0;0
960;560;670;208;0;0;1;0;0
610;610;190;6;1;1;1;0;0
2100;400;400;62;0;0;1;0;0
1200;800;1210;100;0;0;1;0;0
610;610;190;6;1;1;1;0;0
380;340;130;5;1;1;1;0;0
380;340;130;5;1;1;1;0;0
610;610;190;6;1;1;1;0;0
650;330;430;10;1;1;1;0;0
540;240;250;3;1;1;1;0;0
1200;1000;1350;297;0;0;1;0;0
430;380;360;15;1;1;1;0;0
750;600;500;133;0;0;1;0;0
1200;800;1200;100;0;0;1;0;0
380;340;130;5;1;1;1;0;0
340;350;190;3;1;1;1;0;0
950;700;700;120;0;0;1;0;0
430;380;360;15;1;1;1;0;0
650;330;430;10;1;1;1;0;0
1200;800;140;25;1;1;1;0;0
1220;1020;910;155;0;0;1;0;0
430;380;360;15;1;1;1;0;0
