1200;800;140;25;1;1;1;0;0
610;610;190;6;1;1;1;0;0
650;330;430;10;1;1;1;0;0
310;180;120;1;1;1;1;0;0
650;330;430;10;1;1;1;0;0
1200;800;1200;100;0;0;1;0;0
620;170;170;8;1;1;1;0;0
860;680;460;110;0;0;1;0;0
430;380;360;15;1;1;1;0;0
1200;1000;430;58;0;0;1;0;0
1140;630;710;5;1;1;1;1;0
340;340;520;20;1;1;1;0;0
580;340;420;6;1;1;1;0;0
610;420;340;5;1;1;1;0;0
510;360;320;44;1;1;1;0;0
600;400;800;68;0;0;1;0;0
300;280;240;1;1;1;1;1;0
700;570;460;5;1;1;1;1;0
1570;720;860;452;0;0;1;0;0
380;380;320;6;1;1;1;0;0
240;240;450;5;1;1;1;0;0
4150;650;600;200;0;0;1;0;0
1520;1000;1000;141;0;0;1;0;0
1200;1000;950;97;0;0;1;0;0
430;380;360;15;1;1;1;0;0
1220;1020;910;155;0;0;1;0;0
1220;1020;910;155;0;0;1;0;0
380;340;130;5;1;1;1;0;0
1200;1000;1050;168;0;0;1;0;0
1460;800;960;102;0;0;1;0;0
