1200;800;960;72;0;0;1;0;0
1200;800;1140;121;0;0;1;0;0
1350;100;100;4;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1200;1000;440;200;0;0;1;0;0
450;680;250;5;1;1;1;0;0
1200;800;140;25;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1200;850;700;131;0;0;1;0;0
380;340;130;5;1;1;1;0;0
250;250;250;4;1;1;1;0;0
360;360;120;2;1;1;1;0;0
1200;1000;1350;297;0;0;1;0;0
650;330;430;10;1;1;1;0;0
330;230;150;1;1;1;1;0;0
650;330;430;10;1;1;1;0;0
4000;100;100;10;1;1;1;0;0
650;330;430;10;1;1;1;0;0
380;340;130;5;1;1;1;0;0
430;380;360;15;1;1;1;0;0
450;450;380;10;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1570;110;110;12;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
1200;800;140;25;1;1;1;0;0
