340;340;520;20;1;1;1;0;0
380;340;130;5;1;1;1;0;0
1200;800;1150;86;0;0;1;0;0
430;380;360;15;1;1;1;0;0
1200;800;550;254;0;0;1;0;0
200;100;220;1;1;1;1;0;0
340;340;520;20;1;1;1;0;0
500;400;600;18;1;1;1;0;0
610;610;190;6;1;1;1;0;0
1200;800;1020;143;0;0;1;0;0
1200;1000;1420;105;0;0;1;0;0
600;400;800;68;0;0;1;0;0
1450;1140;750;194;0;0;1;0;0
900;1100;1300;140;0;0;1;0;0
1200;800;1000;314;0;0;1;0;0
660;460;470;29;1;1;1;0;0
380;340;130;5;1;1;1;0;0
430;380;360;15;1;1;1;0;0
1720;1720;420;1983;0;0;1;0;1
1200;800;1210;100;0;0;1;0;0
370;370;130;2;1;1;1;0;0
1200;1000;950;97;0;0;1;0;0
1200;1000;1120;100;0;0;1;0;0
430;380;360;15;1;1;1;0;0
250;350;40;1;1;1;1;0;0
250;250;400;10;1;1;1;0;0
620;510;370;7;1;1;1;0;0
800;600;340;76;0;0;1;0;0
500;400;600;18;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
