650;330;430;10;1;1;1;0;0
1220;1020;910;155;0;0;1;0;0
1200;1000;1180;692;0;0;1;0;0
250;350;40;1;1;1;1;0;0
980;400;310;8;1;1;1;0;0
430;380;360;15;1;1;1;0;0
430;380;360;15;1;1;1;0;0
1450;1140;750;194;0;0;1;0;0
1200;800;1150;80;0;0;1;0;0
1220;1020;800;103;0;0;1;0;0
2700;230;230;62;0;0;1;0;0
1350;100;100;4;1;1;1;0;0
330;230;150;1;1;1;1;0;0
1200;800;1000;314;0;0;1;0;0
1450;1140;750;194;0;0;1;0;0
400;400;400;20;1;1;1;0;0
1820;290;660;295;0;0;1;0;0
380;340;130;5;1;1;1;0;0
1200;1000;1180;692;0;0;1;0;0
450;680;250;5;1;1;1;0;0
430;380;360;15;1;1;1;0;0
380;340;130;5;1;1;1;0;0
380;340;130;5;1;1;1;0;0
680;480;400;5;1;1;1;1;0
1200;800;1210;100;0;0;1;0;0
