610;610;190;6;1;1;1;0;0
1200;1000;1180;693;0;0;1;0;0
900;1100;1300;140;0;0;1;0;0
650;330;430;10;1;1;1;0;0
1200;1000;1000;58;0;0;1;1;0
380;340;130;5;1;1;1;0;0
650;330;430;10;1;1;1;0;0
1200;800;1210;100;0;0;1;0;0
1200;800;140;25;1;1;1;0;0
650;330;430;10;1;1;1;0;0
1150;1150;1600;333;0;0;1;0;0
250;250;400;10;1;1;1;0;0
340;340;520;20;1;1;1;0;0
580;440;390;17;1;1;1;0;0
1610;1610;300;452;0;0;1;0;0
1800;1300;1000;200;0;0;1;0;0
4150;650;600;200;0;0;1;0;0
2600;200;200;62;0;0;1;0;0
380;340;130;5;1;1;1;0;0
380;340;130;5;1;1;1;0;0
