1930;400;730;135;0;0;1;0;0
1200;800;620;60;0;0;1;0;0
1200;800;1150;86;0;0;1;0;0
270;250;170;3;1;1;1;0;0
4150;650;600;200;0;0;1;0;0
380;340;130;5;1;1;1;0;0
1200;1000;1350;297;0;0;1;0;0
800;600;1000;85;0;0;1;0;0
820;750;520;120;0;0;1;0;0
1200;800;1000;797;0;0;1;0;0
610;610;190;6;1;1;1;0;0
1520;1000;1000;141;0;0;1;0;0
430;380;360;15;1;1;1;0;0
380;340;130;5;1;1;1;0;0
380;340;130;5;1;1;1;0;0
2700;230;230;62;0;0;1;0;0
610;420;340;5;1;1;1;0;0
1150;950;750;461;0;0;1;0;0
820;750;520;120;0;0;1;0;0
380;380;170;3;1;1;1;0;0
