# Bischoff & Ratcliff container-loading instance BR8-57, converted from
# BR/BR8/57.json (kcliu2/CLP-Datasets on GitHub).
# Source: Davies, A.P. & Bischoff, E.E. (1999), EJOR 114(3):509-527.
# Dataset repository: https://github.com/kcliu2/CLP-Datasets
#
# Single-container 3D knapsack: one container, boxes carry explicit profits.
# Format: BOXES rows      = type_id count length width height value_coefficient
#         CONTAINERS rows = type_id count length width height
#
# The value_coefficient column is 1 for every box type: the original CLP
# objective (maximize packed volume) is already encoded as profit = volume
# in the source data (Value == Length*Height*Depth for every box type here).
# Run these instances under the default --value-mode volume.
#! value-mode: volume
#
# CAUTION - orientation constraints dropped in this conversion: the source
# data restricts, per box type, which of its 3 axes may be placed vertical
# (fields C1_Length/C1_Height/C1_Depth in the source JSON -- 1 = that axis
# may be vertical, 0 = may not). This solver's BOXES row format has no field
# to carry that restriction, and the solver always tries all 6 axis-aligned
# orientations for every box. These converted instances therefore solve the
# FREE-ROTATION relaxation of the true BR benchmark (partial orientation
# restriction). Expect equal-or-better packed volume than published results
# that enforce the restriction; the two are not directly comparable.
#
# Boxes: 110 (30 distinct types)
# Total profit if all packed: 30047836
# Total box volume: 30047836   Container volume: 30089620   (ratio 0.999)

BOXES
1 3 85 73 40 1
2 1 73 62 54 1
3 3 90 63 41 1
4 5 75 61 24 1
5 4 57 53 44 1
6 3 93 70 45 1
7 2 73 36 33 1
8 2 95 80 75 1
9 6 93 89 78 1
10 5 113 87 65 1
11 2 72 46 30 1
12 4 100 78 70 1
13 3 53 47 34 1
14 2 87 54 46 1
15 7 52 41 37 1
16 4 79 76 33 1
17 4 77 77 65 1
18 1 65 59 27 1
19 4 54 42 31 1
20 6 87 45 44 1
21 2 118 89 35 1
22 5 74 38 31 1
23 3 92 77 64 1
24 6 109 78 52 1
25 4 108 79 38 1
26 4 120 54 48 1
27 4 57 56 34 1
28 4 58 40 32 1
29 3 114 71 69 1
30 4 100 39 33 1
CONTAINERS
1 1 587 220 233
